Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
MA;2105708;Lago da Pedra;32,4065072267;25,5912648483;29,4972820362;18,7492187826;28,86002886;24,4942948705;32,3624595469;34,3101638815;38,0677606139;
MA;2105807;Lago do Junco;;;;10,1286336473;9,4634238668;;9,4002632074;;9,2524056255;
MA;2105906;Lago Verde;12,9198966408;;19,1570881226;19,0572989455;6,3211125158;12,5825731362;31,3243954392;24,7831474597;49,3857645534;
MA;2105922;Lagoa do Mato;;;9,1141086402;;9,0859531165;9,0711175617;18,1257930034;;17,8015131286;
MA;2105948;Lago dos Rodrigues;;;12,909888975;;11,4364135407;22,9489386116;46,035216941;22,4567707164;22,4997187535;
MA;2105963;Lagoa Grande do Maranhão;;;15,943877551;15,764168046;;;17,853954651;17,7856825256;17,667844523;
MA;2105989;Lajeado Novo;14,3802128271;;;;;;67,3219334859;40,3117441548;40,0213447172;
MA;2106003;Lima Campos;8,7153564581;26,0620276257;8,6602580757;;;17,1777033411;8,5689802913;16,8904653323;8,4267295862;
MA;2106102;Loreto;;;;;;8,4260195484;8,3731055849;8,3063377357;;
MA;2106201;Luís Domingues;;;15,0443809237;;14,8235991699;29,4594196494;43,9302972617;;14,4571345959;
MA;2106300;Magalhães de Almeida;;5,5484658492;5,4463264528;5,3533190578;10,5368526421;10,3809820409;15,3594101986;;5,0968399592;
MA;2106326;Maracaçumé;10,395010395;40,7041823547;20,0310481246;19,7355437142;19,4647201946;28,828136261;9,4953235532;9,5224491739;9,4335172869;
MA;2106359;Marajá do Sena;;;;25,9033803911;;13,0650640188;26,2123197903;12,7730233746;12,8040973111;
MA;2106375;Maranhãozinho;7,0786437319;14,0854989788;;13,3235627207;6,5002600104;6,3560668658;;12,6927714666;;
MA;2106409;Mata Roma;6,5715975554;;;;6,1858220958;;;18,1532131187;29,9778164159;
MA;2106508;Matinha;9,0983531981;22,5529995489;13,4246207545;44,4148345547;61,7583484053;43,8173692052;34,8401707168;25,9291270527;21,4998280014;
MA;2106607;Matões;6,4201335388;12,7303395818;9,2867756315;3,0726686127;12,2055413158;9,0944917695;9,0394118356;35,8744394619;8,9245872378;
MA;2106631;Matões do Norte;7,2176109708;20,8739215141;;;;6,1850569025;12,0831319478;6,1911837543;24,3146313294;
MA;2106672;Milagres do Maranhão;;;12,1787845573;;12,1050720252;;;;;
MA;2106706;Mirador;4,8680751631;9,7304660893;19,4505227328;9,7200622084;;14,5666423889;19,4127638923;4,7655356462;4,7619047619;
MA;2106755;Miranda do Norte;16,303240269;27,7788801143;11,6162007279;26,496082365;3,7067239973;10,9071077986;21,429336762;18,1067574419;14,2852040999;
MA;2106805;Mirinzal;7,0023107626;13,9285465562;13,856172925;13,7892995036;27,4461369562;54,6821599453;54,4588155208;60,5571255551;26,8222356333;
MA;2106904;Monção;9,4108789761;3,0972217921;12,568735271;15,5376009944;18,4524541764;21,320662768;30,4099257998;36,4022448051;18,071744827;
MA;2107001;Montes Altos;;42,7396089326;;32,6690623979;;55,3955240417;22,3338916806;54,0015120423;43,4357693561;
MA;2107100;Morros;11,1969544284;;5,4558350155;5,3925798102;;;;15,66743263;;
MA;2107209;Nina Rodrigues;7,9878584551;7,7808901338;;;7,2753728629;21,4102198116;;;14,0213123948;
MA;2107258;Nova Colinas;;;;19,53125;;;37,7500943752;;;
MA;2107308;Nova Iorque;;21,7108119844;21,7296827466;;;;21,7912399216;21,353833013;21,353833013;
MA;2107357;Nova Olinda do Maranhão;5,2031843488;5,1332067142;5,0686806224;5,0092671442;14,8595769974;24,5182170353;38,8575869439;14,5510986079;28,882256667;
MA;2107407;Olho d'Água das Cunhãs;21,4098378205;10,6541657788;;15,8445125172;;5,2416395849;15,6698876991;10,3151271339;25,7095845331;
MA;2107456;Olinda Nova do Maranhão;;22,2617987533;14,5996058106;;28,3527076836;27,9681163474;13,8178803372;13,8667406226;20,6001510678;
MA;2107506;Paço do Lumiar;17,994809918;42,4620610715;42,3709713771;57,3303462753;53,5914945112;57,6896972988;47,5336696827;47,0536832111;24,8712910687;
MA;2107605;Palmeirândia;10,6117684512;31,6489081127;26,2494750105;5,2265718915;20,819236975;10,3691414351;20,6622242884;10,2046022756;15,2586338436;
MA;2107704;Paraibano;14,8573692552;;4,8790007806;38,7672029463;9,6302003082;14,3575017947;33,3206397563;33,029773982;23,4852043213;
MA;2107803;Parnarama;14,3930452805;;2,9638411381;11,8053301065;5,8787219658;11,7140598003;20,4290091931;31,7012017637;31,6046545037;
MA;2107902;Passagem Franca;28,3446712018;;5,5447740505;;5,4389209181;26,9556310313;10,6957591315;26,6297400937;10,58313049;
MA;2108009;Pastos Bons;5,5105527084;5,4534547636;10,8008856726;10,7026274951;26,5308288231;5,2639890509;15,6739811912;20,7878598898;5,1658229156;
MA;2108058;Paulino Neves;;;;13,128528292;25,926886181;;12,6750744661;6,3435676224;6,288912647;
MA;2108108;Paulo Ramos;19,8333994447;24,4415114631;14,6441472225;14,6241591109;19,4789383979;19,4080543426;9,6922704143;9,5292548123;;
MA;2108207;Pedreiras;35,3330136537;15,1814179444;10,1453318792;10,1685436103;31,1025866985;20,7765225295;20,8154450602;20,3526089501;22,920009168;
MA;2108256;Pedro do Rosário;4,3796259799;4,3103448276;4,2470058609;12,5659713496;;16,3432073544;20,2036528204;4,0466170282;16,0449257922;
MA;2108306;Penalva;37,7698364276;40,1640990332;33,2235111714;32,8587075575;59,6238278497;50,9971280565;74,0094626384;47,4545885951;52,3519095359;
MA;2108405;Peri Mirim;14,4258511252;14,4029958231;35,9143801178;21,4961306965;14,2969476017;7,1341941928;28,4738041002;;6,9974109579;
MA;2108454;Peritoró;9,3918760272;13,8972529763;22,8696885148;4,5201826154;17,8786930675;8,848382958;17,5300201595;26,2582056893;17,3724212812;
MA;2108504;Pindaré-Mirim;12,7836369447;22,2271615915;22,0931700543;18,8288457918;21,8470085203;31,0607237149;34,0051935205;39,7723796121;39,6160292549;
MA;2108603;Pinheiro;19,1063331125;31,58041004;28,8289191662;37,3296833199;53,1415294874;47,8897798298;36,619305698;33,9044620694;54,2234004097;
MA;2108702;Pio XII;4,5222267444;9,1320031049;4,6080825768;27,8914094459;18,7467778975;23,6216752492;38,0825439139;18,4289334255;37,0473279615;
MA;2108801;Pirapemas;11,4560659869;17,0261066969;16,8795363754;11,1625830217;;38,4996150038;27,3194186428;10,853049707;16,1925837966;
MA;2108900;Poção de Pedras;10,1035615054;;15,7051617632;;5,4978283578;45,0171627933;5,7524160147;5,4212295349;16,5225532852;
MA;2109007;Porto Franco;23,1213872832;40,935140544;13,4360444285;35,3185289833;34,8538317431;55,9284116331;46,7866105227;29,8380221654;46,4625131996;
MA;2109056;Porto Rico do Maranhão;;;;;;;;;16,6805671393;
MA;2109106;Presidente Dutra;48,9661465868;37,5110326567;50,3403445031;36,9252155781;43,1322650909;53,5526851316;29,8062593145;35,9210581921;33,6367649841;
MA;2109205;Presidente Juscelino;8,6266390614;;;16,5248285549;;8,0664676938;7,9795722949;7,9859447373;;
MA;2109239;Presidente Médici;31,2402374258;;15,1791135398;;;;;43,4656621269;28,73976146;
MA;2109270;Presidente Sarney;;5,7129798903;5,6328507858;;5,4923930356;32,5750583636;5,3720118184;21,4972859676;21,3174163291;
MA;2109304;Presidente Vargas;18,5804533631;;9,0925622841;18,009905448;17,8491744757;8,8464260439;8,7788605039;26,2169011623;;
MA;2109403;Primeira Cruz;7,1347031963;;;;6,7750677507;;6,6365808336;;;
MA;2109452;Raposa;41,5989108649;44,1452378325;57,3846926332;70,0697193708;89,1357262848;67,2088177969;59,3980992608;56,846681157;26,3704387382;
MA;2109502;Riachão;19,7063750123;;14,9238881703;24,9862575583;15,0564617315;20,154179473;15,1737393152;19,7131733281;9,8799585042;
MA;2109551;Ribamar Fiquene;27,2108843537;;;26,6169816343;26,455026455;13,1371518655;13,0684788291;25,9100919808;25,7898130239;
MA;2109601;Rosário;22,6409398506;27,3733980341;29,5602906762;21,9603250128;36,2792047598;57,5567173486;61,8811881188;71,0580544305;14,123628831;
MA;2109700;Sambaíba;;;;;;18,0050414116;17,9823772703;;35,316969804;
MA;2109759;Santa Filomena do Maranhão;;;13,7551581843;13,4661998384;26,6524520256;39,5987328405;13,0804447351;39,1491582931;;
MA;2109809;Santa Helena;15,2737825522;20,0415862916;14,8093298778;34,0790146296;32,0821302534;19,5093400966;60,2903583659;7,2456767462;40,6990663155;
MA;2109908;Santa Inês;32,2065340616;28,0945509341;32,9314013578;36,5381336321;43,5397844781;64,8757749051;52,5316682386;61,2738145219;49,6670053053;
MA;2110005;Santa Luzia;20,1691519544;20,0671580891;18,6403216787;21,2077832565;31,6764775757;15,4779158283;15,4214975676;42,9303420579;33,1308669244;
MA;2110039;Santa Luzia do Paruá;13,1902919451;;8,6598830916;8,5999312006;4,0811329225;20,2699963514;4,0306328094;15,9923236846;39,7867430572;
MA;2110104;Santa Quitéria do Maranhão;23,8744884038;13,5285960699;10,3473252164;8,0951995467;28,1384411304;7,9884965649;39,6951413147;11,8142795259;23,5118930993;
MA;2110203;Santa Rita;3,0760712418;15,0222329047;5,8794132346;8,6430423509;33,9299346849;11,1175963757;16,4131743079;13,8201719229;16,0410651267;
MA;2110237;Santana do Maranhão;8,537522411;;8,1519523926;;7,8345346286;;7,5763315403;7,6593137255;;
MA;2110278;Santo Amaro do Maranhão;7,2040919242;7,0348223707;20,646937371;13,4879956838;;;;12,9374474416;19,1644308164;
MA;2110302;Santo Antônio dos Lopes;;6,9788540722;6,9890970087;20,9951711106;28,0327983741;14,0301648544;21,0718550256;20,6313183412;20,6412549883;
MA;2110401;São Benedito do Rio Preto;;;22,1704910764;;5,4981306356;;;16,1698916617;5,3740326741;
MA;2110500;São Bento;4,8880633493;28,8433804442;16,5668709914;13,9967807404;6,9046468273;13,319717622;8,7796312555;4,3986979854;31,2423288925;
MA;2110609;São Bernardo;;7,4443534579;7,3732718894;10,9613065877;14,4948543267;39,5427421094;10,7066381156;10,6469815807;14,1128320926;
MA;2110658;São Domingos do Azeitão;;;28,1491907108;;;;13,7760022042;13,6369834992;;
MA;2110708;São Domingos do Maranhão;14,8121815381;11,8536079419;23,7142433674;26,6864343958;29,6621481328;20,7659675458;29,6744710526;52,3864959255;32,0065176909;
MA;2110807;São Félix de Balsas;;21,3812272824;21,5796288304;;;;;;21,6966804079;
MA;2110856;São Francisco do Brejão;19,4061711624;;;;8,8952143747;17,4748798602;25,7887045474;8,6926286509;25,7466529351;
MA;2110906;São Francisco do Maranhão;;8,3731055849;8,3689011633;;;8,3577099875;;16,4055450742;;
MA;2111003;São João Batista;4,9980007997;;14,9201770528;4,9622866217;9,9034414459;14,8235991699;29,5974743489;24,2824534991;14,5426341558;
MA;2111029;São João do Carú;;25,4971953085;12,7860887355;19,2320020514;;25,7715353392;19,3760899051;12,619888945;6,3179176144;
MA;2111052;São João do Paraíso;;;9,1743119266;9,1600256481;18,2949140139;45,65376187;18,2431816109;8,9718284586;35,8358717076;
MA;2111078;São João do Soter;;5,7178798102;;22,4605536526;22,2729550643;16,5782493369;21,9478737997;32,7296530657;59,6593990671;
MA;2111102;São João dos Patos;11,9817876827;3,9988803135;7,9662232136;;11,8642727201;7,8839482813;7,859163785;7,7546430926;15,467904099;
MA;2111201;São José de Ribamar;29,3101132103;40,9362357927;45,1499453448;68,0659300681;96,2865860025;91,2387816467;73,8602790782;48,5905871458;36,2974347922;
MA;2111250;São José dos Basílios;13,2819763581;;;;13,3333333333;26,6808964781;13,3529176125;26,1677351825;;
MA;2111300;São Luís;44,9316068347;46,3395174292;53,1143819173;73,4399699408;80,4362350204;70,5843133348;55,4973290179;46,5369518113;28,775874307;
MA;2111409;São Luís Gonzaga do Maranhão;;5,0040032026;;5,1255766274;15,9489633174;5,3743214919;10,8571738776;5,229578496;21,0659363809;
MA;2111508;São Mateus do Maranhão;33,1075230479;42,9748723393;37,6562735352;32,422995386;27,2668682762;44,3611987382;41,675859871;36,4369519275;29,0205562273;
MA;2111532;São Pedro da Água Branca;8,2774604751;32,9109758104;16,3639338897;8,1386831611;24,289531212;;24,0751143568;55,5643752977;23,7247924081;
MA;2111573;São Pedro dos Crentes;;22,3663609931;;22,1238938053;;21,9250164438;;;;
MA;2111607;São Raimundo das Mangabeiras;11,3953620876;16,9090294217;11,1588461753;5,526999392;5,4782513422;16,2981474439;16,1742505931;16,0952840818;10,6638229805;
MA;2111631;São Raimundo do Doca Bezerra;;16,8947457341;;;;19,1241155097;39,3545848091;18,3318056829;;
MA;2111672;São Roberto;16,7140230654;;16,077170418;;15,5569383945;30,6325624138;;;15,0398556174;
MA;2111706;São Vicente Ferrer;19,0885230255;18,9322226429;23,4841012634;37,304733038;13,8953219083;9,6725830633;19,2307692308;9,5369796385;9,0326077138;
MA;2111722;Satubinha;;16,1733786188;7,8926598264;15,4332896057;7,5591503515;7,4145473419;14,5698258906;;14,5666423889;
MA;2111748;Senador Alexandre Costa;19,4155907193;9,5914061001;9,4831673779;9,3835038003;;27,616680475;18,2565038795;;18,071744827;
MA;2111763;Senador La Rocque;16,5947560571;34,3006105509;27,6950772;55,8854348585;84,5427645484;35,506320125;28,6225402504;41,5454923141;41,7623721027;
MA;2111789;Serrano do Maranhão;;8,9895720964;9,4526892901;28,0557373983;9,297136482;9,2106475085;27,3897562312;;29,3944738389;
MA;2111805;Sítio Novo;5,8558294782;;11,5393491807;5,7309874491;11,388873071;11,3224637681;39,4144144144;;22,2209877229;
MA;2111904;Sucupira do Norte;9,5328884652;9,5447169991;;;19,1534188853;28,7494010541;9,5923261391;;18,7987592819;
MA;2111953;Sucupira do Riachão;;;18,261504748;;;;;17,7683013504;;
MA;2112001;Tasso Fragoso;38,3141762452;;;;;12,0394895256;23,8606537819;23,8208670796;11,8217283367;
MA;2112100;Timbiras;7,112122613;3,5450935905;7,0696359138;7,0501974055;3,5155563368;17,5370909474;10,498687664;24,1362664644;6,8813652629;
MA;2112209;Timon;23,0550503369;30,3664855221;33,7491562711;31,5357931252;36,7331945635;39,4250015163;48,7086202231;46,1589185625;52,9847058753;
MA;2112233;Trizidela do Vale;15,7587855229;10,4052858852;5,155968033;25,5636791247;9,6408773198;9,5730423128;33,2889480692;;27,4160383825;
MA;2112274;Tufilândia;;35,4484225452;17,6616036736;;;17,4825174825;17,4489617868;;;
MA;2112308;Tuntum;7,6227258868;10,0742979474;14,9868864743;32,2796911082;22,1860671498;31,8260826989;26,7626879471;21,7349304482;26,4289661469;
MA;2112407;Turiaçu;8,8020420738;26,2781395077;17,4388188107;11,5760838108;25,9403372244;5,7423411525;11,4452487911;22,605894487;16,9028368595;
MA;2112456;Turilândia;13,0736043927;12,8287363695;25,2122027061;12,4018189334;57,0148645897;84,313646766;47,5586556753;63,7272473812;27,5970825941;
MA;2112506;Tutóia;11,3160574856;3,7059684622;5,4684651841;1,79517099;5,3093586295;6,9865334568;8,6273833146;6,9261670591;12,0045960453;
MA;2112605;Urbano Santos;8,1030710639;;7,8492935636;;;3,0941551409;3,0647583438;;3,0511060259;
MA;2112704;Vargem Grande;12,089218432;17,7179305457;5,7807923539;11,3342274779;9,2738569971;25,5264837269;21,5401184707;18,1294077123;39,3975752583;
MA;2112803;Viana;20,1146535251;31,9629230093;33,74287926;17,7560321187;39,2333797595;56,5886783617;48,5408616974;59,5993386396;45,9514828926;
MA;2112852;Vila Nova dos Martírios;8,843296781;17,1291538198;8,317391666;16,1917098446;55,2747946936;38,5921580735;52,9220533757;61,6855578688;30,3421072593;
MA;2112902;Vitória do Mearim;28,7035560517;9,5210892126;6,3181172011;28,3081181392;12,5309357476;15,600624025;27,9842044713;24,5677609557;24,4917952486;
MA;2113009;Vitorino Freire;25,1588150198;18,885146832;22,05002205;32,3007849091;16,1618773637;22,6427300663;22,6559212869;31,7198502823;38,0650277557;
MA;2114007;Zé Doca;29,7648576248;36,6781205359;42,4345295829;48,1463649494;33,8726388778;35,6393299806;55,111600992;42,9511333242;48,5710400031;
MG;3100104;Abadia dos Dourados;14,5180023229;14,4592249855;;;;;;28,7604256543;;
MG;3100203;Abaeté;4,2896362388;;21,3611312855;17,0568419257;8,5135365231;12,7458894507;16,967845932;12,9260200784;8,6121517461;
MG;3100302;Abre Campo;7,3120795554;7,3072707344;21,9074047028;;;7,2891610176;36,4272184176;22,2617987533;29,7066468622;
MG;3100401;Acaiaca;;;24,7586036148;;;;;;;
MG;3100500;Açucena;37,8859632506;28,6615075953;19,267822736;29,134699427;29,3743268383;19,7316495659;49,6721637195;30,9789343247;31,3315926893;
MG;3100609;Água Boa;;6,4888715852;;13,3031794599;;6,807815372;;28,9268151577;36,7647058824;
MG;3100708;Água Comprida;;;;;;;;;;
MG;3100807;Aguanil;24,0096038415;;;;23,0840258541;22,888532845;;22,6808800181;44,964028777;
MG;3100906;Águas Formosas;21,068155483;5,247691016;5,229578496;20,8485353904;41,5606005507;41,4443350774;10,3289779476;20,9161263334;31,3054367108;
MG;3101003;Águas Vermelhas;7,6505240609;15,2056565042;15,1160154183;7,5154065835;22,4265530388;14,8732059195;7,4002812107;14,9097957358;7,4200489723;
MG;3101102;Aimorés;19,4984986156;62,3684415686;46,7562828755;38,9483933788;54,5043992837;54,4874289717;50,5777535696;55,5092978074;27,7854959711;
MG;3101201;Aiuruoca;;;;;;16,020506248;;;;
MG;3101300;Alagoa;;;;;36,2056480811;;;;37,2717107715;
MG;3101409;Albertina;;;;;;;;33,3555703803;;
MG;3101508;Além Paraíba;;5,6522722134;2,8190454712;8,4366826964;5,6111999551;8,398656215;8,3810588071;2,8344671202;11,324707681;
MG;3101607;Alfenas;10,5545074343;10,4669571247;5,1923775897;7,7301656832;7,6750879437;7,6226290448;8,8359294135;3,799825208;13,8397856091;
MG;3101631;Alfredo Vasconcelos;;15,8027812895;;;;;;;;
MG;3101706;Almenara;7,530498519;4,9806997883;14,8301942755;7,3621438563;14,6234462588;21,792295213;21,6596072391;16,9167935426;12,0071082081;
MG;3101805;Alpercata;13,5703623287;54,1052346815;53,9447066757;26,892564206;40,2144772118;106,9947840043;26,6773376017;54,0686672074;67,46727837;
MG;3101904;Alpinópolis;10,5290866017;5,2265718915;;20,6281264504;25,6239430124;15,2858453072;55,7215946507;5,0934650843;5,0645733097;
MG;3102001;Alterosa;;;7,0234583509;;13,9198218263;;;6,9642732781;;
MG;3102050;Alto Caparaó;;;18,0082838106;;;;17,3973556019;;;
MG;3102100;Alto Rio Doce;;8,0893059376;8,1706021734;16,501650165;8,3298625573;8,4061869536;8,4803256445;8,8519075861;;
MG;3102209;Alvarenga;21,9010074463;22,1926320462;22,4719101124;22,7531285552;23,0361667818;23,2774674115;70,6713780919;24,7524752475;;
MG;3102308;Alvinópolis;6,3779577779;12,7665007022;6,3881436055;12,7860887355;12,7959053103;;12,8131206355;6,546216287;19,6863311241;
MG;3102407;Alvorada de Minas;54,8998078507;27,4122807018;27,3747604708;;;27,2776868522;54,5107658763;27,7238702523;;
MG;3102506;Amparo do Serra;19,2604006163;;;;20,0040008002;20,116676725;20,2142712755;;21,0482003789;
MG;3102605;Andradas;7,8345346286;5,1700961638;7,6810814963;15,2222447737;10,060362173;17,4598423626;7,4244561586;2,4748187195;4,9083368101;
MG;3102704;Cachoeira de Pajeú;10,8636610538;32,4359390204;;32,144005143;;10,6258633514;21,1752249868;42,7807486631;21,3174163291;
MG;3102803;Andrelândia;7,9955225074;;7,9955225074;;15,9923236846;;7,9955225074;;;
MG;3102852;Angelândia;48,6499635125;;24,0297969482;23,8920081233;11,8821292776;;;;11,7910623747;
MG;3102902;Antônio Carlos;;8,7336244541;8,7115602404;;8,6692674469;;8,6325966851;8,7581012437;;
MG;3103009;Antônio Dias;;20,4164965292;;20,5380981721;30,8991657225;20,6483584555;51,7598343685;21,2562440217;10,6803374987;
MG;3103108;Antônio Prado de Minas;;;;;;;;;;
MG;3103207;Araçaí;;;;;;;;42,8449014567;;
MG;3103306;Aracitaba;;;;;;;;;;
MG;3103405;Araçuaí;2,7026296587;13,4919992444;37,7205981409;32,2849686567;37,6141859215;56,3425627817;8,0392314495;27,2472139724;8,173273396;
MG;3103504;Araguari;20,3879019962;13,2084111162;18,3759187959;20,0052187527;20,7558592061;23,2224104862;15,4015966322;15,5042765963;24,8519594485;
