Taxa de homicídios (100.000 Habitantes)
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;2018;
RN;2403756;Fernando Pedroza;;;;33,3333333333;33,1125827815;32,9055610398;;;;
RN;2403806;Florânia;;10,8260257659;32,4640190456;21,6333153056;;10,8049702863;86,4117519983;32,8731097962;54,8185505975;
RN;2403905;Francisco Dantas;;;;;;34,3997248022;;35,1000351;;
RN;2404002;Frutuoso Gomes;22,9252636405;115,3668666359;162,5638643753;93,4579439252;;47,2813238771;71,3606089439;48,5083676934;24,42002442;
RN;2404101;Galinhos;;;42,1229991575;;;;37,7358490566;37,5375375375;;
RN;2404200;Goianinha;21,5824232745;21,1729832733;12,4734938256;20,4281745383;48,2140704729;23,7182274578;23,3599377068;27,3170731707;46,1893764434;
RN;2404309;Governador Dix-Sept Rosado;;15,6079288278;23,3009708738;38,6578011443;30,7787011388;;30,5273601465;54,0248514317;84,6349157498;
RN;2404408;Grossos;;;40,428542551;20,0040008002;19,8117880139;39,234919078;9,7153405227;19,5694716243;77,654824306;
RN;2404507;Guamaré;;7,5918615244;7,3789846517;35,9143801178;42,0138645753;41,0004100041;33,3889816361;26,6081287833;39,0904944948;
RN;2404606;Ielmo Marinho;;;23,2576168695;30,6044376435;37,7729092695;22,3880597015;36,8758758021;59,3119810202;14,6756677429;
RN;2404705;Ipanguaçu;35,0164577351;13,8293458719;27,3224043716;20,2511138113;53,4045393858;59,4216294731;13,0650640188;39,4399526721;13,025921584;
RN;2404804;Ipueira;;;;45,6621004566;;;;;;
RN;2404853;Itajá;13,9997200056;13,8715494521;41,248453183;27,2628135224;27,0379883737;67,0241286863;53,2268795742;107,3537305421;106,6524463405;
RN;2404903;Itaú;17,4398325776;34,6981263012;51,7777010701;34,3524562006;;34,0425531915;;34,2583076396;34,141345169;
RN;2405009;Jaçanã;36,7331945635;24,0789790513;35,5366027008;;57,4448529412;45,315509233;22,3488657951;44,8581361444;99,711943275;
RN;2405108;Jandaíra;14,2694063927;14,2146410803;;14,1123341801;;101,4492753623;28,901734104;29,2483182217;101,9962115693;
RN;2405207;Janduís;;36,4365093824;73,1127764577;73,3541169998;55,1876379691;129,1989664083;55,5349870418;75,329566855;94,5358290792;
RN;2405306;Januário Cicco;;;20,9797545369;10,3616205575;;20,2490634808;10,0110121133;80,5477245268;59,4825022306;
RN;2405405;Japi;;;;36,4298724954;73,664825046;37,2717107715;;96,5250965251;39,0854016025;
RN;2405504;Jardim de Angicos;;;;37,3692077728;;37,5234521576;;38,1242851697;;
RN;2405603;Jardim de Piranhas;14,36988073;7,1108582806;7,0402703464;6,9725282387;20,7225253851;13,6901909782;47,5091624813;41,0368647835;74,6775288527;
RN;2405702;Jardim do Seridó;;8,0019204609;15,9846547315;;;;7,9579818558;8,0684202033;;
RN;2405801;João Câmara;12,0445648901;11,9402985075;11,840625185;41,1075549814;32,0494143698;43,3714037878;83,2400470737;101,3464601129;54,6809796529;
RN;2405900;João Dias;186,5671641791;37,2856077554;74,5156482861;37,2162262747;37,2300819062;74,2666171556;111,3999257334;225,9036144578;37,6647834275;
RN;2406007;José da Penha;;16,5343915344;16,5343915344;49,5949743759;;;;;50,3609199261;
RN;2406106;Jucurutu;5,4848617815;21,8842324105;27,2881078426;;10,8642511815;10,841283608;16,2249864792;10,9577032654;10,9445113276;
RN;2406155;Jundiá;;;26,6098988824;;;25,953802232;25,7665550116;;;
RN;2406205;Lagoa d'Anta;15,5836060464;;15,3092467851;;30,1114122252;29,8953662182;;29,9177262528;133,7693222354;
RN;2406304;Lagoa de Pedras;41,6550958067;13,7741046832;13,6668033347;13,5648399349;40,3985995152;26,7451190158;;13,4030290846;39,9840063974;
RN;2406403;Lagoa de Velhos;;;;;;;;;;
RN;2406502;Lagoa Nova;;;6,7709391293;6,6925445054;19,8530871551;39,2850127676;19,437605287;;58,1508044195;
RN;2406601;Lagoa Salgada;;50,8388408744;12,5960448419;49,9438132101;12,3808344682;49,121945229;36,5586156471;61,4401572868;97,65625;
RN;2406700;Lajes;9,3475415966;9,2652645233;9,1861106008;27,3298715496;18,071744827;17,935611156;;;;
RN;2406809;Lajes Pintadas;21,0393435725;;41,8935902807;;;;;21,0526315789;;
RN;2406908;Lucrécia;80,1282051282;;26,1574679571;51,8134715026;102,6430587632;127,0971021861;25,2016129032;50,8001016002;50,4286434695;
RN;2407005;Luís Gomes;;10,0492412823;10,0030009003;9,9581756622;19,8255352895;29,6208530806;;29,8329355609;;
RN;2407104;Macaíba;29,3353448998;37,0157111129;41,7435331188;117,8058982369;76,820916122;80,7433514899;73,2221534888;110,5786951714;105,3383996087;
RN;2407203;Macau;20,1092603144;23,2180171813;26,2699898204;13,0085531237;9,6658826562;41,5163031329;22,1575082299;35,0877192982;15,8308004053;
RN;2407252;Major Sales;;;26,6453503864;;25,9336099585;25,6213169357;;25,4129606099;;
RN;2407302;Marcelino Vieira;23,482446871;11,7467402796;;23,5128144839;;11,7744024491;;47,7954355359;;
RN;2407401;Martins;11,8077695123;;23,3426704015;23,2153221126;23,0920217065;34,4471236652;68,5714285714;103,9501039501;69,0289921767;
RN;2407500;Maxaranguape;18,5890882052;45,516613564;8,9245872378;17,5146685349;8,6028905712;42,2689999155;58,1878636741;99,8751560549;41,0037723471;
RN;2407609;Messias Targino;;22,9305205228;;67,4460431655;22,2617987533;66,2690523526;21,8866272707;66,1667401853;21,8914185639;
RN;2407708;Montanhas;25,508035031;17,0633904957;51,3610683102;8,5881140502;17,2309813044;8,6422953937;17,335529167;52,9100529101;26,5604249668;
RN;2407807;Monte Alegre;9,3826233815;9,3053552319;18,4629586891;41,2220033894;13,6382233941;22,5703065048;26,892564206;104,0253279059;71,9456810108;
RN;2407906;Monte das Gameleiras;;;;44,2282176028;;45,0856627592;;46,533271289;47,0145745181;
RN;2408003;Mossoró;47,4342550021;68,3715442044;51,043680358;65,283931591;69,9996834185;58,994593319;74,3311056838;86,6834300496;82,6317006488;
RN;2408102;Natal;35,3757069105;44,0840200803;48,3683087057;56,7963575383;60,4378203872;51,2671374201;62,6664934793;66,0129660946;52,1854063169;
RN;2408201;Nísia Floresta;24,4808029703;52,1021201555;59,0993262677;85,2713178295;64,8706403114;52,6177321757;59,2724309106;89,179548157;91,7094644167;
RN;2408300;Nova Cruz;10,9373291042;24,4931283168;10,8359971826;29,6663879824;29,5389242461;29,4149106856;21,306629025;37,7134852648;45,6584212929;
RN;2408409;Olho-d'Água do Borges;;22,6551880381;;22,7738556138;22,8258388496;;22,9410415233;;23,4082397004;
RN;2408508;Ouro Branco;;;20,601565719;;20,5549845838;;20,5044084478;;;
RN;2408607;Paraná;24,5519273263;24,3664717349;24,1837968561;;;23,6686390533;;;;
RN;2408706;Paraú;;75,7767112907;25,3742704897;25,4841997961;76,8245838668;25,7267815796;;78,8229111929;;
RN;2408805;Parazinho;;;19,638648861;19,4590387235;58,4909339052;19,3311424705;76,7018216683;38,6548125242;115,3624303019;
RN;2408904;Parelhas;9,5351609058;28,4602978845;37,7607854243;32,882375047;42,0737693422;60,5073306958;27,8073874959;65,6106476708;28,0269058296;
RN;2408953;Rio do Fogo;9,6469226317;19,140587616;47,4878905879;9,4277364005;9,3606664795;9,2954080684;27,7008310249;55,9179869525;101,9556956159;
RN;2409100;Passa e Fica;8,7420229041;8,5506626764;16,7434072834;8,2047915983;16,0965794769;39,5038318717;62,1118012422;23,3064014916;38,2379932701;
RN;2409209;Passagem;;;;;;32,5414904003;32,3415265201;97,9751796212;32,5203252033;
RN;2409308;Patu;24,3328737124;24,1760012894;48,0538202787;63,68919672;55,392893883;7,8696781302;31,3087038197;79,0763877906;55,1137705692;
RN;2409332;Santa Maria;;;19,6540880503;;;18,7265917603;36,886757654;73,9644970414;;
RN;2409407;Pau dos Ferros;24,4832289881;41,5541242468;24,0071335483;20,3873598369;23,571404519;13,3542549995;29,7954048864;20,0206880443;19,8787396879;
RN;2409506;Pedra Grande;27,5633958104;;;;57,6368876081;;29,4811320755;60,3682463024;91,6030534351;
RN;2409605;Pedra Preta;37,4672161858;75,5287009063;;;38,714672861;;;;;
RN;2409704;Pedro Avelino;13,5317997294;;;13,915947676;28,0898876404;42,5049589119;;58,4282792872;14,7492625369;
RN;2409803;Pedro Velho;20,6270627063;;20,4512918399;6,7893271777;6,7626969635;20,2101859337;33,5570469799;13,5795763172;33,8592808289;
RN;2409902;Pendências;21,6731686173;7,1255522303;42,194092827;55,5478405777;41,1494410534;13,5584028201;26,8114484885;26,9614451335;13,3475707421;
RN;2410009;Pilões;28,1056773468;;54,8998078507;81,4553353245;53,7056928034;26,6028198989;105,2908660174;53,0082162735;;
RN;2410108;Poço Branco;27,828022819;13,7598899209;6,8064252655;;46,685340803;26,4235698243;65,445026178;46,1376219351;32,6925591735;
RN;2410207;Portalegre;13,2573246719;13,1578947368;39,1900718485;38,920601972;;12,8008192524;63,6051392953;12,8419160139;38,3288616328;
RN;2410256;Porto do Mangue;37,2023809524;36,476381543;17,8986933954;17,577781684;17,2741406115;;14,9454491107;29,9670362601;14,7819660015;
RN;2410306;Presidente Juscelino;33,2042058661;10,8707468203;10,6849022331;31,5291644771;10,3487529753;71,3121434393;;40,2860308188;19,4817845315;
RN;2410405;Pureza;11,5194102062;11,3404400091;22,3438721931;;54,3183052689;21,436227224;42,3235636441;21,2562440217;10,508617066;
RN;2410504;Rafael Fernandes;20,6825232678;;20,325203252;;;;19,692792438;39,7219463754;;
RN;2410603;Rafael Godeiro;95,0570342205;;;62,6762770291;31,2402374258;31,1041990669;;62,7746390458;93,926111459;
RN;2410702;Riacho da Cruz;;;;29,4204177699;29,0360046458;28,7026406429;56,7214974475;;;
RN;2410801;Riacho de Santana;;;23,3590282644;;;;;;;
RN;2410900;Riachuelo;;13,5043889264;;;;;;;24,8941996515;
RN;2411007;Rodolfo Fernandes;21,9635405227;;21,9731927049;;65,9485601231;43,9367311072;21,9973603168;44,662795891;22,3613595707;
RN;2411056;Tibau;26,3227165043;52,0156046814;102,8013364174;;75,3958280975;74,6083063914;73,8916256158;74,3494423792;73,6919675755;
RN;2411106;Ruy Barbosa;;27,0343336037;27,0709258257;;;;;;55,4323725055;
RN;2411205;Santa Cruz;37,9516929166;40,1950801222;34,4507751424;73,4098893608;28,5395532263;59,0864717669;48,3460559796;38,4329601066;15,2458391564;
RN;2411403;Santana do Matos;7,0274068869;7,1199715201;;;14,525383107;7,3491585213;;7,6219512195;15,4392465648;
RN;2411429;Santana do Seridó;;;;;;;;;37,4531835206;
RN;2411502;Santo Antônio;43,6795666987;12,9875752197;12,8766417718;29,7973778308;33,7852105241;12,5696568484;41,5886878769;58,729759208;54,1937635484;
RN;2411601;São Bento do Norte;;;;33,7040781935;34,0483486551;;;106,7995728017;35,9971202304;
RN;2411700;São Bento do Trairí;;24,4738130201;;;;;22,8728270814;;45,4442172234;
RN;2411809;São Fernando;;;;;;;27,7546489037;;;
RN;2411908;São Francisco do Oeste;;;;48,7448208628;;;47,5511174513;47,9386385427;47,619047619;
RN;2412005;São Gonçalo do Amarante;38,7416705408;52,167675604;54,4668126235;64,0635174022;80,6118230674;71,241018543;98,2712285909;126,2765456349;100,8882119048;
RN;2412104;São João do Sabugi;;16,3212012404;;16,1969549725;;;16,0256410256;;;
RN;2412203;São José de Mipibu;14,6380736295;48,2474127325;59,6587519389;94,4621560987;95,8571027775;57,8837693911;103,2157438415;97,0223382384;87,0760769936;
RN;2412302;São José do Campestre;;7,8277886497;23,4082397004;15,5569383945;15,5098875533;61,8572643625;69,3855523861;148,3216237315;38,9620509624;
RN;2412401;São José do Seridó;;;;;;;;;21,7296827466;
RN;2412500;São Miguel;13,1388779398;26,0518431679;13,194352817;21,8140569783;47,6293570037;25,7754102586;59,7167718819;47,3362595748;21,3857998289;
RN;2412559;São Miguel de Touros;;;32,8263486158;21,6520515319;32,154340836;31,8133616119;31,5192267283;42,3146091188;52,4603924037;
RN;2412609;São Paulo do Potengi;6,125199069;18,1620050854;29,9293666946;5,9213642823;41,0244388443;58,0046403712;103,4066754754;86,7553499132;86,0289057123;
RN;2412708;São Pedro;15,5642023346;15,6715248394;;;47,9539641944;32,175032175;48,5672656629;66,0392933796;66,5114732291;
RN;2412807;São Rafael;35,8937544867;11,96744854;23,9434933557;;35,9367513177;;35,9496704614;24,3279406398;36,53190453;
RN;2412906;São Tomé;;17,9099131369;17,8938892368;26,8168409761;35,7238546039;35,7110972235;;81,3816800796;72,3523559736;
RN;2413003;São Vicente;;;;15,8027812895;;;;31,402103941;31,2646553072;
RN;2413102;Senador Elói de Souza;;;;;;32,8731097962;81,4597588791;32,8407224959;66,181336863;
RN;2413201;Senador Georgino Avelino;;;24,0384615385;47,4495848161;;23,1535077564;;22,9885057471;;
RN;2413300;Serra de São Bento;16,8976005407;16,9176112333;;;;16,9981302057;17,0154840905;;34,6380325598;
RN;2413359;Serra do Mel;;27,7983691623;27,3273820368;53,7682588046;88,1989768919;17,3792144595;8,5653104925;128,8659793814;67,8541136556;
RN;2413409;Serra Negra do Norte;12,4890720619;12,4486493215;24,8200546041;;12,33349778;12,3031496063;;;;
RN;2413508;Serrinha;14,744913005;;29,9760191847;15,1057401813;;15,3350713081;15,455950541;31,5706393054;63,6841267314;
RN;2413557;Serrinha dos Pintos;21,3766566909;21,263023602;21,1505922166;42,0875420875;104,6682018003;41,7188151856;20,7511931936;62,9326620516;83,6120401338;
RN;2413607;Severiano Melo;;;;;46,7289719626;;28,4333238556;63,1911532385;;
RN;2413706;Sítio Novo;;;18,9358076122;18,7511719482;;18,4026499816;18,2448458311;18,3823529412;18,2448458311;
RN;2413805;Taboleiro Grande;;41,4078674948;81,9000819001;81,0372771475;;;;;39,2927308448;
RN;2413904;Taipu;24,5962121833;8,1746096624;;8,1294203723;32,4306794227;8,0866893094;40,3290853363;73,5173991178;32,6237664138;
RN;2414001;Tangará;13,6920654481;6,75630025;26,6826762724;19,7693574959;32,5669250309;77,2698003863;101,9108280255;51,2524825421;44,9265130608;
RN;2414100;Tenente Ananias;19,638648861;19,453360568;;9,5529231945;;;;;27,9981334578;
RN;2414159;Tenente Laurentino Cruz;;17,6553672316;17,3792144595;;;17,3701580684;34,2759211654;17,2028212627;50,994390617;
RN;2414209;Tibau do Sul;17,0473917491;8,2877507045;24,2111209749;7,8690588606;69,1403549205;45,0619601953;7,3480784775;7,3281547706;50,3018108652;
RN;2414308;Timbaúba dos Batistas;;;;;;;41,1861614498;83,3333333333;;
RN;2414407;Touros;9,3641726753;15,4573839923;12,2518990444;9,1069151843;12,038402504;20,8892867801;44,4076025816;53,7249283668;20,7505780518;
RN;2414456;Triunfo Potiguar;28,8101411697;;;;;29,7088532383;;30,4785126486;30,6842589751;
RN;2414506;Umarizal;109,249817917;91,2991874372;100,7141549167;55,0812448361;156,5089302154;46,1595273264;74,0192450037;131,7275122318;75,5358323105;
RN;2414605;Upanema;7,4693755602;29,4637595757;14,5348837209;21,5223473707;23,3354075918;21,0084033613;27,6854928018;27,8357689631;68,88950124;
RN;2414704;Várzea;;;;18,2915675873;18,221574344;;;18,2848784056;36,4630811304;
RN;2414753;Venha-Ver;;25,1509054326;24,9128051819;24,6913580247;24,4498777506;72,8508984944;24,0731824747;48,5436893204;;
RN;2414803;Vera Cruz;9,0530508781;;17,4672489083;42,9405702508;25,3485424588;16,6458593425;57,3958674975;106,8991036921;64,9192566745;
RN;2414902;Viçosa;;59,6302921884;;;;;;;;
RN;2415008;Vila Flor;;;;32,722513089;32,3729362253;;95,3895071542;;31,7863954228;
RO;1100015;Alta Floresta D'Oeste;26,9541778976;11,5888283695;27,1254746958;15,5472636816;42,8833183891;35,1878640966;3,9206461225;17,0998632011;30,2153925843;
RO;1100023;Ariquemes;44,6994740015;58,2000857685;75,2800417553;62,2105481441;50,5541512736;47,8945553469;57,6036866359;45,0014840915;38,6180393339;
RO;1100031;Cabixi;;;;;;;15,9007791382;89,8149811389;;
RO;1100049;Cacoal;23,9071446502;15,4002890516;16,4417667853;17,4696900877;17,3302215958;27,5144164078;26,1729462772;13,055295109;20,0440970134;
RO;1100056;Cerejeiras;49,6387402791;16,5745856354;33,2042058661;16,6287899784;16,655562958;11,1203780929;33,4094325965;30,180479266;12,1624908781;
RO;1100064;Colorado do Oeste;10,104071941;10,2108541379;5,1583617043;;15,7894736842;10,6281220108;10,7301893878;18,0951806502;12,3251371172;
RO;1100072;Corumbiara;;43,2759926431;10,9433136354;22,1336874723;11,1931945377;22,6269940038;45,7195108012;;39,6458305802;
RO;1100080;Costa Marques;41,2003021355;6,6640010662;;6,3079543304;30,754090294;18,018018018;29,3582291116;17,2721515343;11,2013441613;
RO;1100098;Espigão D'Oeste;6,5385118347;12,9161419484;3,1909122818;9,464020947;21,8442814792;18,5288123031;24,4558571778;22,0729669221;12,4816675508;
RO;1100106;Guajará-Mirim;24,802146513;17,8432028549;22,0726189162;15,2968685125;25,9723394585;12,8672528415;29,7568440741;13,2202269472;21,8421684905;
RO;1100114;Jaru;18,0606476548;21,6422890328;21,6126650217;34,1745058187;52,0898819895;28,7052153788;43,0061283733;28,7941029677;28,8833689562;
RO;1100122;Ji-Paraná;3,2218051774;4,7815241905;6,3104919817;14,0596441348;23,2115500673;22,2361943903;33,4448160535;34,6932017094;20,3272690314;
RO;1100130;Machadinho D'Oeste;51,2835982986;44,1163495191;37,3252174912;39,2894227261;57,6701268743;53,8140723799;50,1332488984;31,4259525992;23,0196690283;
RO;1100148;Nova Brasilândia D'Oeste;14,1776937618;18,8217579522;37,4865282789;9,334017828;41,842949463;23,1545799759;50,7614213198;14,6749498606;29,3269465761;
RO;1100155;Ouro Preto do Oeste;37,1452627408;12,411567581;34,8345359542;9,975311105;29,9932515184;7,5144653458;22,5903614458;8,1855388813;19,2625206384;
RO;1100189;Pimenta Bueno;22,2160510969;19,2683531063;19,105846389;16,2429952083;26,8600590921;29,3216046915;37,0507595406;22,0970058557;16,4681341604;
RO;1100205;Porto Velho;44,4930531659;35,828298778;38,680572052;37,732581156;36,0316592782;41,372698395;44,0124486766;36,1263873809;31,759413779;
RO;1100254;Presidente Médici;4,2082228675;21,2702599226;4,2994109807;4,3446148499;30,7260117637;4,4332136366;8,9537538613;10,0806451613;15,45674687;
RO;1100262;Rio Crespo;141,6029453413;55,9127760693;55,2028705493;27,2776868522;;26,7022696929;;;26,8600590921;
RO;1100288;Rolim de Moura;16,6898470097;7,3507791826;18,2169271687;19,871019022;35,8371559633;14,2244981419;22,9422561062;23,9234449761;16,4527805199;
RO;1100296;Santa Luzia D'Oeste;;;11,0229276896;11,2523911331;11,4850120593;;;42,4208144796;;
RO;1100304;Vilhena;32,0465414386;16,7875771929;26,8713563025;22,7979983357;38,976803234;58,821607137;62,9366899568;35,7913574399;46,1784746737;
RO;1100320;São Miguel do Guaporé;21,5146299484;8,5517595245;16,9995750106;16,9004563123;25,2111433253;20,8907829865;20,782243651;39,3769688484;17,4436352536;
RO;1100338;Nova Mamoré;62,4869818788;60,5620155039;23,5220323036;22,8771876311;37,1429632656;25,367833587;31,8527694213;24,2088881204;30,2449843734;
RO;1100346;Alvorada D'Oeste;11,14640807;11,2637981527;5,6899004267;11,4949135008;5,8045042953;11,7219552221;17,7493787717;;6,7925553593;
RO;1100379;Alto Alegre dos Parecis;43,9721509711;21,8866272707;21,7896571761;21,6966804079;;35,8705789511;14,2928607161;15,1366078862;30,2411733575;
RO;1100403;Alto Paraíso;71,2563034422;53,5876962649;10,4898772684;71,9461431728;35,2769238522;29,6897421941;48,6168506004;53,4941399601;38,0970522406;
RO;1100452;Buritis;78,3108068914;48,3078059731;75,2445447705;46,5052660375;21,5013303948;76,6445542723;83,2249674902;47,1130188976;30,8190153325;
RO;1100502;Novo Horizonte do Oeste;9,1726288754;;;;9,6218608679;29,2084509785;9,8415510284;11,1507582516;11,4272654554;
RO;1100601;Cacaulândia;16,3746520386;48,6854917235;32,175032175;15,9540523293;47,490897578;15,7059839799;15,5908949174;16,2601626016;16,155088853;
RO;1100700;Campo Novo de Rondônia;118,6591515871;58,651026393;79,7563805104;35,8705789511;71,0277718588;21,1014982064;13,9333983559;36,0308424011;28,5530730245;
RO;1100809;Candeias do Jamari;18,9942542381;32,2342972923;67,1020846381;34,823488443;59,3874607619;66,2498447269;64,7275375217;59,3824228029;34,6380325598;
RO;1100908;Castanheiras;26,274303731;26,5533722783;26,8312315535;27,1076172404;27,3822562979;;;31,3774709758;;
RO;1100924;Chupinguaia;11,3147770989;10,9745390694;21,3265088505;20,7555002076;30,3459437589;49,3729633653;48,2439212659;47,2366556448;73,4888848062;
RO;1100940;Cujubim;41,4691943128;11,2688753662;59,165232358;15,455950541;24,7451252103;19,072140371;41,4364640884;25,8420191231;12,3833897466;
RO;1101005;Governador Jorge Teixeira;;9,1190953857;9,3049223039;18,9861401177;29,0556900726;19,7550375346;70,4721634954;59,3119810202;24,7066090179;
RO;1101104;Itapuã do Oeste;;64,4745325596;10,5418511491;31,0526860573;30,5126118796;30,0210147103;68,9315608075;39,6746677247;19,4704049844;
RO;1101203;Ministro Andreazza;18,1455271276;9,1074681239;18,2832068745;27,5254610515;46,0235640648;64,6651270208;55,6276654923;50,6739637174;20,487604999;
RO;1101302;Mirante da Serra;23,7229163372;31,7838696861;31,9335781574;24,0596679766;;24,2738085606;24,3743906402;80,2496656264;9,0252707581;
RO;1101401;Monte Negro;53,3226687996;92,178035291;65,0745103143;12,8691847371;63,6618283677;113,3858267717;24,9500998004;51,4999356251;44,6001911437;
RO;1101435;Nova União;;12,5865324103;;;25,4614894971;25,5591054313;12,8270908158;14,0350877193;;
RO;1101450;Parecis;19,5274360476;;18,6497575532;;35,7717760687;17,5438596491;68,9417442261;17,1880371262;16,8152009417;
RO;1101468;Pimenteiras do Oeste;;;;81,9672131148;41,067761807;;41,3736036409;45,1671183379;;
RO;1101476;Primavera de Rondônia;26,6524520256;;27,4197970935;27,8009452321;56,4015792442;28,5877644368;;33,0797221303;;
RO;1101484;São Felipe D'Oeste;31,2158576557;;;16,0797555877;;;16,5343915344;;;
RO;1101492;São Francisco do Guaporé;29,2877225867;;5,5931539795;21,8998083767;32,1888412017;31,5806095058;5,1671575466;51,5224895667;20,1592581393;
RO;1101500;Seringueiras;16,1537840239;24,148756339;24,0673886883;23,9904038385;7,9744816587;;;33,7126000843;8,431703204;
RO;1101559;Teixeirópolis;;19,3760899051;39,0625;;19,8412698413;;40,2738622634;;;
RO;1101609;Theobroma;17,6397953784;8,8183421517;;26,4480296218;17,6242509693;17,6304654443;44,0606274233;9,4840667678;9,5292548123;
RO;1101708;Urupá;21,7186708173;7,2976720426;7,3556454579;14,8246979468;14,932059131;;7,5769055918;16,8520390967;8,5726532362;
RO;1101757;Vale do Anari;50,0450405365;19,6618167519;77,317096743;19,0150218673;18,7230855645;;45,4586780616;36,8731563422;18,1356546971;
RO;1101807;Vale do Paraíso;;;;11,8694362018;;12,1462407385;12,2880314574;13,93728223;28,5795941698;
RR;1400027;Amajari;31,4531348291;10,162601626;39,4555139081;57,5153374233;27,9824643224;27,2578593494;53,1679220204;66,7334000667;32,2736808133;
RR;1400050;Alto Alegre;23,7812128419;41,9488224366;78,5166394878;182,6150474799;79,7497086068;135,9955492366;99,6698436429;221,9967017633;211,0244276762;
RR;1400100;Boa Vista;28,2029234738;18,1866557098;27,0625276401;40,4535981048;25,7222882039;37,4162810711;36,1498564728;42,4366014263;71,9282635452;
RR;1400159;Bonfim;17,8715038871;17,6928520878;;8,6767895879;8,5984522786;34,0918776102;25,3314194039;8,2630970088;57,1102227299;
RR;1400175;Cantá;21,1014982064;27,3691412932;19,9906710202;32,4822971481;57,0740059611;37,1517027864;48,4378784209;28,7422395953;72,7557644952;
RR;1400209;Caracaraí;26,5745415892;36,6242871344;87,6017726476;126,9293257514;90,0991090199;103,6269430052;111,9929882651;56,6064437002;106,659246893;
RR;1400233;Caroebe;24,1021932996;23,5932523298;23,1133710852;11,3301608883;22,2222222222;43,6442989634;32,1508948666;10,2774922919;40,2010050251;
RR;1400282;Iracema;22,4895985607;10,8849461195;10,5518624037;30,7314074985;129,4433934083;58,1339017537;37,7643504532;26,6737796746;51,724137931;
RR;1400308;Mucajaí;33,0534805315;38,9990250244;31,9713536671;31,4663310258;49,5755096982;42,7298254181;42,1229991575;69,7674418605;96,9876768599;
RR;1400407;Normandia;;10,6963311584;10,467915838;10,2522042239;;9,8561009265;19,3442305832;9,2601166775;9,0538705297;
RR;1400456;Pacaraima;9,3729496673;27,4624679605;17,8954903364;17,508535411;25,7223698877;8,3956007052;;14,5740727246;12,836970475;
RR;1400472;Rorainópolis;32,2203874502;15,7884349714;42,5795463343;18,9926308592;18,6490619522;21,9876868953;39,6310707595;51,9067063465;64,3348119053;
RR;1400506;São João da Baliza;14,4466917076;;27,9134682484;54,914881933;13,520822066;;13,1078778346;25,3100480891;111,7734724292;
RR;1400605;São Luiz;28,9729103288;14,2714428429;14,0666760445;13,8696255201;13,6761487965;13,4916351862;13,3280021325;25,8631837579;63,6132315522;
RR;1400704;Uiramutã;11,6754232341;11,422044546;;;;10,5429625725;10,3476821192;;9,6852300242;
RS;4300034;Aceguá;;;;21,56101768;;;21,1371803001;;;
RS;4300059;Água Santa;;;26,0620276257;;;;;;;
RS;4300109;Agudo;5,8038305281;;17,4591165687;;5,8356676004;;5,8472693252;;12,1036068748;
RS;4300208;Ajuricaba;;;;13,4770889488;;;13,5648399349;;14,1582896786;
RS;4300307;Alecrim;;13,9431121026;;28,5306704708;;14,573010784;29,4160906016;16,1030595813;16,4554879052;
RS;4300406;Alegrete;8,7484690179;12,5505158262;13,8614110916;15,1794975586;12,6953496934;11,4648221042;11,5024794233;32,0950012036;21,5711916735;
RS;4300455;Alegria;45,1263537906;;;;;;;;;
RS;4300471;Almirante Tamandaré do Sul;;;;;;;;;50,5305709955;
RS;4300505;Alpestre;60,4521823238;;62,5234462924;12,7048659637;25,7765175925;;26,5498473384;;15,4846701765;
RS;4300554;Alto Alegre;;;;;;;;118,3431952663;;
RS;4300570;Alto Feliz;;;;;;;;;;
RS;4300604;Alvorada;54,0615607424;65,1150859815;82,9394934311;58,1196581197;83,1384522635;78,4268161617;70,8802653911;111,9750867446;76,9550649338;
RS;4300638;Amaral Ferrador;15,2765047357;30,3168106715;15,0443809237;14,9409831167;29,6823983378;14,7579693034;;;14,3389733295;
RS;4300646;Ametista do Sul;39,7561622051;13,2432790359;13,2345156167;13,2275132275;13,2222662964;13,2135306554;26,4096130992;;13,4843581446;
RS;4300661;André da Rocha;;;;;;;;;;
RS;4300703;Anta Gorda;15,9795461809;16;;;;;;16,5782493369;;
RS;4300802;Antônio Prado;7,5625803524;7,5545818539;;;;;;15,3139356815;7,6599004213;
RS;4300851;Arambaré;;;;26,4690312335;26,5322366676;;;;55,5555555556;
RS;4300877;Araricá;;19,7005516154;;19,2492781521;;37,7216144851;;;;
RS;4300901;Aratiba;;;29,8018179109;;;;15,103458692;;15,9159637116;
RS;4301008;Arroio do Meio;10,3337811305;10,2522042239;10,1760455887;10,1050929669;15,0594849656;19,9541055572;14,8794762424;24,435539048;9,6913311043;
RS;4301057;Arroio do Sal;12,539184953;24,5248313918;12,010569301;35,3440150801;11,568718186;11,377858687;44,8380226432;31,2174817898;30,481609429;
RS;4301073;Arroio do Padre;;;;;;;;;;
RS;4301107;Arroio dos Ratos;7,1326676177;14,2257628565;14,1874157622;14,1522785168;7,0586574434;21,1312249067;21,0866661981;28,378857751;21,2419457622;
RS;4301206;Arroio do Tigre;;53,2562385879;7,5809263892;;7,5318219477;7,5103266992;14,9779075863;;;
RS;4301305;Arroio Grande;10,5091692502;10,5191184979;5,2642661613;;;10,5540897098;5,2812252443;21,7273221076;10,8985886328;
